ФИО,ГодРождения,ГодСмерти,ЧислоДетей
Сидоров Юрий Сергеевич,1834,1877,8
Попов Никита Сергеевич,1801,1947,9
Кузнецов Дмитрий Дмитриевич,1925,1947,4
Сидоров Иван Алексеевич,1860,1984,11
Фролов Юрий Юрьевич,1883,1892,4
Волков Петр Юрьевич,1845,1979,5
Иванов Юрий Иванович,1897,1916,12
Сидоров Никита Петрович,1931,2008,6
Смирнов Петр Алексеевич,1820,1939,10
Смирнов Петр Дмитриевич,1842,1949,10
Новиков Алексей Алексеевич,1832,1908,12
Смирнов Иван Федорович,1835,1855,13
Сидоров Алексей Петрович,1936,1973,4
Новиков Дмитрий Алексеевич,1886,1981,10
Лебедев Владимир Васильевич,1989,1998,8
Новиков Артем Иванович,1824,1913,3
Попов Владимир Федорович,1882,1914,2
Попов Юрий Юрьевич,1938,1978,4
Новиков Никита Дмитриевич,1807,1926,0
Смирнов Алексей Васильевич,1907,1946,1
Попов Алексей Сергеевич,1820,1982,13
Попов Никита Федорович,1886,1967,13
Смирнов Алексей Дмитриевич,1824,1893,10
Фролов Владимир Петрович,1905,1919,8
Попов Никита Андреевич,1881,1893,4
Иванов Петр Петрович,1805,2019,6
Смирнов Владимир Сергеевич,1943,2008,12
Сидоров Артем Петрович,1939,1977,1
Иванов Алексей Дмитриевич,1818,1825,12
Волков Дмитрий Федорович,1843,1886,5
Сидоров Артем Дмитриевич,1889,1994,10
Иванов Юрий Федорович,1989,2005,13
Иванов Алексей Алексеевич,1805,1954,6
Иванов Петр Андреевич,1805,1999,1
Сидоров Владимир Васильевич,1866,1871,7
Лебедев Никита Сергеевич,1975,2000,9
Новиков Алексей Андреевич,1867,1988,3
Новиков Петр Иванович,1991,2018,13
Волков Иван Петрович,1819,1858,3
Новиков Иван Юрьевич,1818,1941,10
Попов Дмитрий Федорович,1806,1841,4
Сидоров Сергей Дмитриевич,1809,1923,11
Фролов Андрей Николаевич,1826,1864,1
Фролов Алексей Васильевич,1951,1958,6
Новиков Юрий Андреевич,1869,2015,11
Иванов Артем Сергеевич,1921,2006,13
Лебедев Петр Дмитриевич,1813,1939,0
Лебедев Дмитрий Федорович,1836,1913,1
Попов Андрей Иванович,1844,1994,13
Иванов Алексей Дмитриевич,1877,1883,11
Попов Петр Юрьевич,1835,1864,3
Фролов Андрей Юрьевич,1853,1997,5
Волков Сергей Иванович,1882,2005,8
Лебедев Владимир Васильевич,1816,2014,10
Смирнов Владимир Федорович,1928,2006,0
Попов Юрий Сергеевич,1812,1874,9
Кузнецов Алексей Алексеевич,1827,1999,3
Кузнецов Андрей Дмитриевич,1812,1921,13
Попов Артем Алексеевич,1992,1994,10
Сидоров Андрей Петрович,1914,1943,5
Иванов Дмитрий Николаевич,1974,1984,1
Смирнов Алексей Николаевич,1840,1846,10
Иванов Никита Иванович,1808,1863,4
Кузнецов Артем Дмитриевич,1924,1998,8
Попов Алексей Петрович,1902,1948,2
Смирнов Владимир Николаевич,1814,1978,7
Петров Юрий Сергеевич,1802,1972,1
Смирнов Дмитрий Федорович,1868,1918,0
Кузнецов Дмитрий Васильевич,1924,1997,11
Волков Владимир Васильевич,1900,1942,14
Волков Алексей Дмитриевич,1860,1952,9
Волков Петр Юрьевич,1909,1960,6
Иванов Артем Петрович,1837,2006,8
Лебедев Владимир Алексеевич,1804,1902,7
Сидоров Петр Иванович,1853,1936,14
Иванов Владимир Юрьевич,1921,1993,0
Петров Никита Андреевич,1909,2022,1
Сидоров Артем Алексеевич,1894,1938,10
Кузнецов Сергей Петрович,1891,1897,8
Сидоров Петр Петрович,1800,1820,8
Смирнов Артем Дмитриевич,1828,1916,11
Фролов Артем Николаевич,1902,1948,7
Волков Сергей Николаевич,1841,1953,6
Смирнов Андрей Сергеевич,1993,2017,3
Сидоров Алексей Андреевич,1840,1924,12
Смирнов Иван Сергеевич,1850,1947,14
Новиков Никита Николаевич,1842,1992,10
Попов Петр Юрьевич,1886,1933,3
Новиков Владимир Николаевич,1978,2000,1
Кузнецов Юрий Федорович,1957,1967,9
Новиков Юрий Алексеевич,1817,1996,8
Иванов Иван Андреевич,1802,1950,10
Волков Дмитрий Васильевич,1855,1920,5
Иванов Петр Алексеевич,1885,1961,5
Сидоров Сергей Иванович,1929,1962,3
Смирнов Артем Дмитриевич,1881,2022,13
Попов Артем Петрович,1987,1996,6
Волков Иван Андреевич,1808,1845,3
Лебедев Юрий Алексеевич,1811,1911,11
Петров Иван Юрьевич,1878,1882,1
Петров Петр Петрович,1819,1900,11
Фролов Дмитрий Дмитриевич,1838,1870,12
Смирнов Дмитрий Сергеевич,1814,1954,5
Фролов Петр Дмитриевич,1875,1974,8
Иванов Владимир Дмитриевич,1924,2000,14
Петров Иван Сергеевич,1909,1962,6
Петров Петр Алексеевич,1872,1950,14
Смирнов Петр Дмитриевич,1818,1826,14
Смирнов Петр Федорович,1889,1891,5
Волков Иван Дмитриевич,1823,1829,1
Новиков Дмитрий Петрович,1852,1945,9
Новиков Сергей Петрович,1822,1972,1
Попов Петр Васильевич,1836,1999,13
Смирнов Алексей Дмитриевич,1924,1960,5
Волков Андрей Петрович,1873,1965,0
Кузнецов Андрей Андреевич,2008,2009,1
Волков Никита Петрович,1970,1985,2
Попов Владимир Николаевич,1825,2010,2
Петров Юрий Андреевич,1863,1962,8
Фролов Никита Андреевич,1984,1997,1
Сидоров Владимир Юрьевич,1894,1895,1
Фролов Алексей Дмитриевич,1823,1851,6
Фролов Юрий Николаевич,1801,1971,14
Волков Петр Сергеевич,1842,1946,10
Попов Петр Дмитриевич,1851,1981,14
Лебедев Дмитрий Андреевич,1943,1989,9
Лебедев Петр Дмитриевич,1856,2023,5
Волков Алексей Петрович,1832,1839,13
Новиков Сергей Петрович,1927,1979,9
Новиков Андрей Дмитриевич,1958,1989,5
Попов Сергей Петрович,1802,2010,14
Волков Дмитрий Николаевич,1806,1961,10
Кузнецов Петр Юрьевич,1848,1963,11
Волков Юрий Сергеевич,1862,1931,6
Волков Юрий Алексеевич,1915,1935,7
Волков Андрей Дмитриевич,1933,1998,8
Петров Владимир Васильевич,1921,2016,12
Иванов Артем Федорович,1807,1904,8
Новиков Алексей Васильевич,1815,1890,2
Новиков Иван Андреевич,1855,2004,9
Лебедев Юрий Николаевич,1850,1913,0
Новиков Сергей Дмитриевич,1814,1951,5
Фролов Дмитрий Дмитриевич,1868,1959,10
Лебедев Сергей Федорович,1905,1915,10
Смирнов Сергей Иванович,1868,1895,7
Сидоров Владимир Алексеевич,1800,1964,2
Петров Петр Николаевич,1876,1877,7
Новиков Юрий Федорович,1907,2018,12
